origin,destination,carrier_old,current_rate,currency_old,effective_date,lane,carrier_new,rate,fuel surcharge,currency_new,eff_date,expdate,remarks,random notes,is_new_lane,is_removed_lane,rate_diff,percent_change,change_type
HYD,SUR,,,,,HYD-SUR,BlueDart,664.0,358.52,usd,2026-03-26,2026-03-20,Special handling,Around project today happy.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,1529.0,487.91,INR,2025-06-12,2026-05-01,,Tax view unit four cell huge.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,QuickShip,47300.0,460.14,INR,2025-06-03,2026-05-01,Special handling,Media financial keep should middle face.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,3536.0,273.77,Usd,2025-10-10,2025-11-02,,Receive present country.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,BlueDart,4251.0,179.49,,2025-12-13,2026-05-12,priority,Line quickly pull argue again.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,LogiX,3791.0,154.65,inr,2026-03-19,2026-05-15,check rate,Approach half himself view our build.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,LogiX,2057.0,142.32,inr,2025-08-05,2026-01-16,priority,Food allow serve heavy story until.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,BlueDart,4440.0,490.62,Usd,2025-11-14,2025-12-12,,Court item last science you majority.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,CargoMax,3073.0,245.1,Usd,2026-03-27,2027-01-08,,Spring moment describe agreement.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,1410.0,334.16,Usd,2026-03-05,2026-09-17,Urgent,Read eat tree practice else raise born.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,1155.0,246.27,Usd,2025-10-08,2026-08-21,priority,Reflect a once we.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,BlueDart,1407.0,204.49,,2026-02-10,2026-03-03,Urgent,Growth poor never build operation class.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,QuickShip,591.0,216.93,EURO,2025-09-15,2025-10-10,check rate,Begin everyone economic enough.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,635.0,357.3,usd,2025-12-21,2025-11-27,,Know account service they.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,BlueDart,1358.0,430.29,INR,2025-05-19,2025-08-03,,Model manage report idea sport.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,BlueDart,769.0,388.04,EURO,2025-06-30,2025-05-18,,Create of author trade to.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,FastMove,3610.0,479.28,usd,2025-07-11,2025-12-11,priority,All north program smile science all career charge.,True,False,,,New Lane
"Hamburg, DE","Marseille, FR",Maersk Line,3481.27,GBP,2025-12-29,,,,,,,,,,False,True,,,Removed Lane
"Hamburg, DE","New York, US",Oceanic Logistics,1845.22,USD,2026-01-07,,,,,,,,,,False,True,,,Removed Lane
"Hamburg, DE","Santos, BR",Global Freight Corp,880.13,EUR,2026-03-07,,,,,,,,,,False,True,,,Removed Lane
"Hamburg, DE","Santos, BR",Evergreen Marine,2947.0,EUR,2026-04-11,,,,,,,,,,False,True,,,Removed Lane
KOL,BPL,,,,,KOL-BPL,FastMove,4447.0,337.5,Usd,2025-10-09,2025-10-03,Special handling,Bank scientist bill right part.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL ,FastMove,597.0,472.9,inr,2025-07-21,2025-09-10,check rate,Why condition throw child off low again.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,2410.0,134.51,INR,2026-05-02,2026-03-16,,Think imagine difficult personal.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,BlueDart,4895.0,104.89,Usd,2025-11-07,2025-10-18,priority,Fish low woman try.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,2377.0,364.58,usd,2025-08-27,2025-09-25,,Television example opportunity food put activity.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,BlueDart,1008.0,290.94,INR,2025-08-20,2026-06-21,priority,Line exactly bad then walk always impact.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,1643.0,90.7,INR,2025-08-17,2025-09-24,check rate,School himself simple into industry off.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL ,BlueDart,1054.0,32.6,INR,2025-12-07,2026-04-20,,Address ball discover pretty shake husband industry.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,4558.0,242.26,,2026-03-10,2027-03-09,,Guy certain culture risk sound paper.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,BlueDart,3633.0,333.33,INR,2025-06-12,2025-08-21,,Support concern enjoy how crime way once.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,4039.0,50.15,inr,2025-07-03,2026-06-29,,Run reveal even describe.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,1258.0,18.57,INR,2026-02-15,2026-04-22,Urgent,Nature hospital look specific family.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,3589.0,298.1,EURO,2025-08-25,2026-07-10,priority,Surface meeting character any yeah.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL ,BlueDart,17720.0,444.64,usd,2025-10-14,2026-06-29,,Such television question star make now.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,4039.0,50.15,inr,2025-07-03,2026-06-29,,Run reveal even describe.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,1258.0,18.57,INR,2026-02-15,2026-04-22,Urgent,Nature hospital look specific family.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,CargoMax,4432.0,95.08,EURO,2025-09-11,2026-02-28,check rate,Boy account actually short without PM.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,FastMove,1643.0,90.7,INR,2025-08-17,2025-09-24,check rate,School himself simple into industry off.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,CargoMax,699.0,350.62,EURO,2026-03-08,2026-10-26,Urgent,Technology then do reflect from.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,3393.0,428.86,INR,2026-01-14,2026-06-02,Urgent,Former think glass establish job really address.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,CargoMax,848.0,387.16,EURO,2026-02-28,2026-05-30,Special handling,Small Mrs glass song.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,QuickShip,3888.0,329.21,Usd,2026-03-22,2026-02-19,priority,Level seem answer possible cell.,True,False,,,New Lane
KOL,BPL,,,,,KOL-BPL,LogiX,2028.0,237.57,,2025-06-27,2025-07-25,priority,Concern a despite area.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,3429.0,87.19,EURO,2025-12-27,2026-01-18,,Material laugh raise relate.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,1234.0,148.1,usd,2026-01-09,2026-02-16,priority,Though matter work manager instead art put.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,3869.0,126.66,inr,2025-10-10,2026-01-24,Special handling,Field all trial its.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,1690.0,429.45,,2025-10-02,2025-08-20,priority,Policy everyone family consider pass.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,BlueDart,2174.0,294.25,inr,2025-07-31,2025-06-26,check rate,You TV hard performance fast no.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI ,QuickShip,3951.0,304.33,inr,2025-09-08,2025-09-21,,Scene Democrat just work too box our.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,2291.0,279.68,Usd,2025-09-20,2026-02-04,Urgent,Rather care apply city picture walk way.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,QuickShip,1703.0,323.77,EURO,2025-07-09,2025-07-18,Special handling,Police never leave others happen western.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,LogiX,2989.0,438.33,INR,2026-01-15,2025-12-29,,Tv paper Republican likely.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,LogiX,4808.0,287.16,INR,2026-02-06,2026-03-16,Urgent,Box school new oil adult material.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,3429.0,87.19,EURO,2025-12-27,2026-01-18,,Material laugh raise relate.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,4924.0,343.32,inr,2025-08-12,2026-07-20,Special handling,Up ground move level lead sit policy ground.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,1234.0,148.1,usd,2026-01-09,2026-02-16,priority,Though matter work manager instead art put.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,QuickShip,4557.0,289.36,Usd,2025-05-26,2025-11-18,Urgent,Reality art food floor success.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,2501.0,102.81,usd,2026-03-07,2026-02-16,priority,I adult bill young end.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,3884.0,233.53,usd,2026-03-12,2026-03-01,,Left boy generation area green.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,LogiX,2934.0,379.85,INR,2025-10-30,2026-05-26,priority,That measure reduce agree reveal quality on.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,FastMove,3915.0,494.7,INR,2026-05-04,2026-06-16,,Final something notice water article from.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,QuickShip,3941.0,358.5,EURO,2026-05-09,2026-08-05,,Present behavior every imagine month.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,BlueDart,3364.0,359.06,inr,2025-10-23,2026-02-22,Special handling,Heavy stock I throw smile hard.,True,False,,,New Lane
KOL,GOI,,,,,KOL-GOI,CargoMax,2501.0,102.81,usd,2026-03-07,2026-02-16,priority,I adult bill young end.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,BlueDart,670.0,100.21,EURO,2025-07-09,2025-10-28,priority,May drop although century.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,QuickShip,591.0,419.28,usd,2026-02-12,2026-08-02,,Understand whether focus interesting structure worker like.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,FastMove,4400.0,270.21,Usd,2026-04-16,2026-04-04,priority,Employee section even item attack five.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,QuickShip,4653.0,66.31,,2025-05-30,2026-02-20,Urgent,Audience region another special.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,FastMove,719.0,55.14,inr,2025-07-30,2025-10-22,Urgent,Sign decade produce suddenly some during.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,CargoMax,2417.0,444.45,inr,2025-10-19,2026-07-18,check rate,Green very news soldier middle phone foreign.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,QuickShip,885.0,179.83,Usd,2025-10-01,2025-09-04,Special handling,Avoid music player question against large.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND ,CargoMax,1924.0,456.93,INR,2025-07-21,2025-08-27,check rate,Usually word news west not us.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,BlueDart,666.0,100.64,usd,2026-02-18,2026-04-27,Special handling,Increase customer cell five send traditional Democrat.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,FastMove,4078.0,269.78,usd,2025-09-07,2026-06-12,,Buy food region rich particularly young.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,FastMove,2011.0,499.02,usd,2025-08-01,2026-04-06,Urgent,Kid listen huge Republican reduce morning.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,LogiX,3728.0,105.21,usd,2025-07-31,2026-04-03,,Religious rest program reality.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,CargoMax,2417.0,444.45,inr,2025-10-19,2026-07-18,check rate,Green very news soldier middle phone foreign.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,LogiX,4741.0,165.04,usd,2025-09-21,2025-12-18,priority,Become significant ago stuff chance might remember.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,CargoMax,3978.0,358.87,,2026-04-25,2027-01-09,Special handling,Just which generation simply born.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,LogiX,1603.0,313.08,EURO,2025-05-31,2026-03-10,Urgent,Agree sense whose stop away bed individual wish.,True,False,,,New Lane
KOL,IND,,,,,KOL-IND,BlueDart,3207.0,415.81,,2025-08-12,2025-09-05,,American blood yes into financial.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,4976.0,36.74,usd,2026-04-06,2026-06-29,Special handling,Address through finally product.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,FastMove,798.0,101.64,INR,2025-08-04,2026-05-21,priority,Actually sell wonder such speak analysis five.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,1813.0,37.75,usd,2026-04-28,2027-01-29,priority,Perform environment discuss deal human watch life entire.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,FastMove,3880.0,452.98,EURO,2025-09-11,2026-04-01,check rate,Along marriage begin pressure nor election more investment.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,4976.0,36.74,usd,2026-04-06,2026-06-29,Special handling,Address through finally product.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,4989.0,341.3,inr,2025-09-16,2026-08-10,,Occur resource manage reality face Democrat including.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,636.0,86.69,usd,2025-07-30,2026-07-25,,If anything floor condition.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,LogiX,630.0,331.77,EURO,2026-01-18,2026-02-04,priority,Series house despite prevent notice.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,4121.0,101.79,INR,2026-03-20,2027-01-12,,Coach open room cultural.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,3582.0,371.71,EURO,2025-10-08,2025-11-12,check rate,Number together find.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,LogiX,4732.0,173.01,inr,2025-11-07,2026-06-02,,Weight physical spend.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,LogiX,3171.0,462.45,,2026-04-13,2026-05-30,Special handling,Land huge become agree.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,1035.0,278.07,usd,2025-07-31,2025-08-03,Special handling,Walk arrive relate close walk.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,871.0,27.68,inr,2026-04-09,2026-05-03,Special handling,Radio film song oil.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,3490.0,56.85,Usd,2025-10-19,2026-03-09,,Rock management similar visit capital nice.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,52740.0,484.53,INR,2025-07-21,2026-06-09,,Rather human mind executive act.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,BlueDart,3401.0,170.71,EURO,2025-06-30,2025-11-28,check rate,Growth dog history style war skin.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,1396.0,468.45,,2025-10-20,2026-09-12,Urgent,Want might thank such down behavior region generation.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,2355.0,447.58,usd,2025-06-04,2026-04-02,,Safe leader fire company easy.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,CargoMax,4201.0,41.72,inr,2026-01-15,2026-01-20,priority,More debate daughter professor believe.,True,False,,,New Lane
KOL,JPR,,,,,KOL-JPR,QuickShip,2355.0,447.58,usd,2025-06-04,2026-04-02,,Safe leader fire company easy.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,BlueDart,1413.0,445.17,usd,2026-04-23,2026-08-05,Special handling,Quite peace western available particular western house.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,3735.0,429.15,INR,2026-04-15,2026-10-13,check rate,Work health similar.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,3049.0,310.22,Usd,2025-11-30,2026-02-03,,Bed loss level attorney.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,1542.0,168.83,INR,2026-03-11,2026-08-13,,Ago choose magazine thus possible.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,CargoMax,720.0,13.0,usd,2025-12-26,2026-03-22,priority,Water president newspaper analysis offer rise at.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,4448.0,414.74,EURO,2025-12-04,2026-02-28,priority,Benefit others no.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,CargoMax,3631.0,385.99,EURO,2025-11-26,2026-05-21,Special handling,Experience room political hard.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,CargoMax,4710.0,323.35,inr,2025-06-27,2026-02-05,Special handling,Consumer various population member center pressure spend.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,3170.0,353.88,INR,2026-03-26,2026-04-25,Urgent,Available research really growth relationship.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,4502.0,127.45,EURO,2025-10-03,2025-09-18,,Fire light particularly car rate increase.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,CargoMax,2281.0,144.32,,2026-01-21,2026-02-22,,Rate investment leave account.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,FastMove,2435.0,25.43,Usd,2025-05-28,2025-05-14,,On history interview.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,CargoMax,720.0,13.0,usd,2025-12-26,2026-03-22,priority,Water president newspaper analysis offer rise at.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,FastMove,4179.0,25.79,,2026-04-01,2026-10-15,Special handling,How soldier like concern professional old beat.,True,False,,,New Lane
KOL,LKO,,,,,KOL-LKO,QuickShip,2590.0,224.12,,2026-04-22,2027-01-28,,Series leg city action.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,LogiX,657.0,55.52,inr,2025-06-30,2026-03-08,Urgent,Line mission member movement social meeting discussion.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,LogiX,1369.0,442.18,INR,2025-06-09,2026-06-01,,Management finish democratic medical piece ahead pass.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,QuickShip,2813.0,68.33,inr,2025-09-04,2026-06-25,Special handling,Lose full human election around.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,QuickShip,3414.0,393.06,EURO,2026-02-16,2027-02-12,Special handling,Order west feel.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,QuickShip,3694.0,184.53,usd,2025-08-29,2025-11-25,Urgent,Everyone effort traditional pay senior specific.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,FastMove,3231.0,440.85,usd,2025-08-07,2026-05-23,priority,Almost act follow.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,QuickShip,4317.0,88.04,INR,2025-06-30,2026-04-28,Special handling,Military example official music push his final.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,BlueDart,1297.0,298.92,inr,2026-04-23,2026-04-16,,Study anything start despite necessary central economic ask.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,3438.0,68.98,,2026-01-31,2026-05-28,,Data piece throughout some once.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG ,CargoMax,1435.0,180.76,usd,2025-06-05,2025-06-09,priority,Group figure ahead somebody executive.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,FastMove,1159.0,288.59,usd,2025-09-17,2026-06-29,priority,Bed ahead such parent order bad.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,2034.0,434.65,inr,2026-02-21,2026-02-11,priority,Modern ask choice few.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,FastMove,1725.0,468.73,,2026-01-29,2026-01-08,Special handling,Training discuss consumer play fine among.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,QuickShip,3186.0,67.68,,2025-05-22,2025-09-07,,On hundred least instead note either onto.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,LogiX,3974.0,434.57,usd,2025-12-14,2026-04-04,priority,None century give throughout car when ready operation.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,1341.0,484.44,INR,2025-08-02,2026-06-01,Urgent,Bit standard company.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,LogiX,4536.0,309.11,inr,2026-02-28,2026-04-22,Urgent,Same fact senior individual.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,4183.0,350.1,,2025-10-30,2025-09-16,Urgent,Mother feeling sometimes parent.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,BlueDart,1538.0,16.34,inr,2025-07-07,2025-07-04,check rate,Wrong deal upon ahead.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,2979.0,417.58,EURO,2025-09-05,2026-03-16,,Project sure type perform national miss.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,FastMove,3792.0,468.48,Usd,2025-10-11,2026-04-15,Special handling,Democratic political discussion shoulder similar similar.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,BlueDart,3399.0,377.56,,2026-05-04,2026-11-23,check rate,Final factor open energy consider career baby.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,1607.0,34.78,,2025-08-08,2026-01-15,Urgent,Something new here ok key project answer.,True,False,,,New Lane
KOL,NAG,,,,,KOL-NAG,CargoMax,3427.0,102.98,INR,2025-10-01,2025-10-09,Special handling,Firm door prove hear.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,4746.0,266.2,inr,2025-12-02,2026-02-16,Special handling,Land suddenly game raise visit agency mean plant.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,757.0,244.65,Usd,2026-02-23,2027-01-28,priority,Space lose break food.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,3930.0,33.03,Usd,2026-04-20,2026-12-31,,Team tough tree.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,CargoMax,4573.0,275.68,,2025-06-01,2025-05-12,,Dog economic point improve.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,2403.0,112.37,inr,2025-08-02,2026-01-05,check rate,South by every human.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,FastMove,3817.0,53.53,Usd,2026-03-05,2026-12-02,priority,Sea happen kind fish hear myself mention threat.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,1517.0,330.13,INR,2025-10-01,2026-09-24,,Bill season decision.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,FastMove,3989.0,330.32,inr,2026-02-13,2026-11-30,priority,There speak you high look.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,QuickShip,4348.0,487.22,EURO,2025-08-10,2026-02-27,Urgent,Ahead bit he science room little.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,QuickShip,2264.0,150.18,INR,2025-12-15,2026-09-09,check rate,No either walk improve specific use when change.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,CargoMax,1599.0,142.74,usd,2026-05-06,2027-03-14,,Seek happen data black exactly interview.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,BlueDart,2641.0,130.99,EURO,2025-08-03,2026-08-02,,Believe case return arrive.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,FastMove,1134.0,98.28,,2025-09-21,2026-02-04,priority,In know education program together.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,QuickShip,4139.0,195.76,EURO,2025-12-08,2026-05-11,Special handling,Keep top statement mouth democratic season.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,CargoMax,1599.0,142.74,usd,2026-05-06,2027-03-14,,Seek happen data black exactly interview.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,LogiX,1014.0,223.45,usd,2025-06-15,2026-04-04,,Sing billion scene view cause.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,CargoMax,2034.0,229.42,inr,2026-02-13,2026-02-23,,Help happen treat herself success difference.,True,False,,,New Lane
KOL,PAT,,,,,KOL-PAT,BlueDart,835.0,34.37,usd,2025-12-17,2026-01-03,priority,Form let identify involve throw white throw.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,LogiX,4851.0,396.71,INR,2025-09-27,2025-12-18,check rate,Our magazine family.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,BlueDart,1577.0,362.16,Usd,2026-04-19,2027-01-20,check rate,Want support TV season page owner campaign.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,LogiX,4120.0,98.1,Usd,2025-12-02,2025-11-13,priority,Coach hospital general among.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,CargoMax,4016.0,251.59,EURO,2026-01-12,2026-06-11,check rate,Serve show talk dinner open some.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR ,FastMove,1789.0,435.14,inr,2025-06-07,2025-09-25,Special handling,Decade develop rule financial.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,BlueDart,1522.0,327.25,EURO,2025-08-17,2026-04-26,Urgent,Else product focus citizen message environmental.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,QuickShip,1157.0,68.59,EURO,2025-09-10,2025-11-24,check rate,Assume especially church show.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR ,QuickShip,3692.0,30.71,INR,2025-08-21,2025-09-09,check rate,Pm that pattern picture section white thousand.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,LogiX,4769.0,58.97,Usd,2026-01-27,2026-11-16,check rate,Idea drop serious she grow itself think keep.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,BlueDart,787.0,106.13,,2025-12-05,2025-11-17,Special handling,Across build or wrong but quickly.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,FastMove,1363.0,336.01,usd,2025-09-13,2025-11-28,,Give responsibility with particular.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,BlueDart,4529.0,106.85,usd,2026-02-25,2026-09-06,priority,Room according rather within.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,QuickShip,1109.0,285.96,EURO,2025-06-05,2025-12-19,Urgent,Wall recognize identify teach provide break.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,LogiX,3873.0,47.06,,2025-09-02,2026-05-26,check rate,Public ask seven issue able check use wind.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,QuickShip,1609.0,327.85,usd,2025-09-07,2026-09-05,check rate,Always before street enjoy policy candidate wind.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR ,LogiX,1856.0,94.6,EURO,2026-03-11,2026-08-12,priority,Because like not interesting natural third people.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR ,BlueDart,1044.0,425.93,INR,2025-06-20,2025-10-24,check rate,East evening there class manager choice fall.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,CargoMax,3370.0,448.04,usd,2025-12-20,2025-11-25,,Thank less despite professor.,True,False,,,New Lane
KOL,SUR,,,,,KOL-SUR,QuickShip,1037.0,174.32,usd,2025-07-19,2025-10-05,priority,During military hot eat suggest American oil.,True,False,,,New Lane
"Los Angeles, US","Marseille, FR",Global Freight Corp,734.64,USD,2025-12-27,,,,,,,,,,False,True,,,Removed Lane
